source,osm_id,name,address,postcode,lat,lng,parking_type,access,fee,capacity,opening_hours,operator,surface,lit,covered,disabled_bays,ev_charging,max_stay,supervised,osm_tags_raw,price_manual,notes
osm,way/1239677985,"Car Park (53.5894, -2.9059)",,,53.5893723,-2.9059108,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677986,"Car Park (53.5894, -2.9059)",,,53.5893784,-2.90595,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677988,"Car Park (53.5894, -2.9060)",,,53.5893845,-2.9059891,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677990,"Car Park (53.5894, -2.9063)",,,53.5894203,-2.9063162,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""disabled""}",,
osm,way/1239677856,"Car Park (53.5895, -2.9053)",,,53.5895484,-2.9053264,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677862,"Car Park (53.5895, -2.9053)",,,53.5894546,-2.9053312,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677853,"Car Park (53.5895, -2.9054)",,,53.5895481,-2.9054347,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677854,"Car Park (53.5895, -2.9054)",,,53.5895483,-2.9053986,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677855,"Car Park (53.5895, -2.9054)",,,53.5895484,-2.9053625,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677859,"Car Park (53.5895, -2.9054)",,,53.5894585,-2.9054398,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677860,"Car Park (53.5895, -2.9054)",,,53.5894572,-2.9054036,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677861,"Car Park (53.5895, -2.9054)",,,53.5894558,-2.9053673,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677852,"Car Park (53.5895, -2.9055)",,,53.589548,-2.9054709,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677857,"Car Park (53.5895, -2.9055)",,,53.5894612,-2.9055123,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677858,"Car Park (53.5895, -2.9055)",,,53.5894598,-2.905476,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677916,"Car Park (53.5895, -2.9056)",,,53.5894622,-2.9056241,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677917,"Car Park (53.5895, -2.9056)",,,53.5894569,-2.9055887,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677918,"Car Park (53.5895, -2.9056)",,,53.5894516,-2.9055532,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677914,"Car Park (53.5895, -2.9057)",,,53.5894727,-2.905695,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677915,"Car Park (53.5895, -2.9057)",,,53.5894675,-2.9056596,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677908,"Car Park (53.5895, -2.9058)",,,53.5894886,-2.9058011,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677909,"Car Park (53.5895, -2.9058)",,,53.5894937,-2.9058358,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677910,"Car Park (53.5895, -2.9059)",,,53.5894989,-2.9058705,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677911,"Car Park (53.5895, -2.9059)",,,53.5895041,-2.9059052,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677912,"Car Park (53.5895, -2.9059)",,,53.5895093,-2.90594,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677913,"Car Park (53.5895, -2.9060)",,,53.5895145,-2.9059747,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677919,"Car Park (53.5895, -2.9060)",,,53.5895196,-2.9060094,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677874,"Car Park (53.5895, -2.9061)",,,53.5895464,-2.9060627,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677989,"Car Park (53.5895, -2.9063)",,,53.5894515,-2.9062917,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""disabled""}",,
osm,way/1239677847,"Car Park (53.5896, -2.9053)",,,53.5895907,-2.9053267,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677848,"Car Park (53.5896, -2.9054)",,,53.5895906,-2.9053628,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677849,"Car Park (53.5896, -2.9054)",,,53.5895904,-2.905399,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677850,"Car Park (53.5896, -2.9054)",,,53.5895903,-2.9054351,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677839,"Car Park (53.5896, -2.9055)",,,53.5895948,-2.9054969,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677840,"Car Park (53.5896, -2.9055)",,,53.5896001,-2.905532,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677894,"Car Park (53.5896, -2.9055)",,,53.5895502,-2.9055159,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677841,"Car Park (53.5896, -2.9056)",,,53.5896053,-2.9055671,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677842,"Car Park (53.5896, -2.9056)",,,53.5896106,-2.9056022,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677843,"Car Park (53.5896, -2.9056)",,,53.5896157,-2.9056373,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677895,"Car Park (53.5896, -2.9056)",,,53.5895554,-2.905551,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677896,"Car Park (53.5896, -2.9056)",,,53.5895606,-2.9055861,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677897,"Car Park (53.5896, -2.9056)",,,53.5895658,-2.9056211,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677844,"Car Park (53.5896, -2.9057)",,,53.5896211,-2.9056724,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677845,"Car Park (53.5896, -2.9057)",,,53.5896262,-2.9057075,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677846,"Car Park (53.5896, -2.9057)",,,53.5896314,-2.9057426,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677898,"Car Park (53.5896, -2.9057)",,,53.5895711,-2.9056562,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677899,"Car Park (53.5896, -2.9057)",,,53.5895763,-2.9056913,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677900,"Car Park (53.5896, -2.9057)",,,53.5895815,-2.9057264,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677901,"Car Park (53.5896, -2.9058)",,,53.5895868,-2.9057615,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677902,"Car Park (53.5896, -2.9058)",,,53.589592,-2.9057966,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677903,"Car Park (53.5896, -2.9058)",,,53.5895972,-2.9058317,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677904,"Car Park (53.5896, -2.9059)",,,53.5896025,-2.9058668,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677905,"Car Park (53.5896, -2.9059)",,,53.5896077,-2.9059019,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677906,"Car Park (53.5896, -2.9059)",,,53.589613,-2.905937,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/938876840,"Car Park (53.5896, -2.9060)",,,53.5895749,-2.9059809,surface,public,,,,,asphalt,,,,,,,"{""amenity"": ""parking"", ""parking"": ""surface"", ""surface"": ""asphalt""}",,
osm,way/1239677889,"Car Park (53.5896, -2.9060)",,,53.5896416,-2.906023,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677907,"Car Park (53.5896, -2.9060)",,,53.5896182,-2.9059721,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677875,"Car Park (53.5896, -2.9061)",,,53.589554,-2.9061449,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677876,"Car Park (53.5896, -2.9061)",,,53.5895503,-2.9061052,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677890,"Car Park (53.5896, -2.9061)",,,53.5896449,-2.9060587,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677891,"Car Park (53.5896, -2.9061)",,,53.5896484,-2.9060945,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677872,"Car Park (53.5896, -2.9062)",,,53.5895608,-2.9062169,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677873,"Car Park (53.5896, -2.9062)",,,53.5895575,-2.9061809,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677869,"Car Park (53.5896, -2.9063)",,,53.5895711,-2.9063249,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677870,"Car Park (53.5896, -2.9063)",,,53.5895677,-2.9062889,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677871,"Car Park (53.5896, -2.9063)",,,53.5895642,-2.9062529,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677866,"Car Park (53.5896, -2.9064)",,,53.5895813,-2.9064329,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677867,"Car Park (53.5896, -2.9064)",,,53.5895778,-2.9063969,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677868,"Car Park (53.5896, -2.9064)",,,53.5895745,-2.9063609,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677863,"Car Park (53.5896, -2.9065)",,,53.5895915,-2.9065408,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677864,"Car Park (53.5896, -2.9065)",,,53.5895881,-2.9065049,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677865,"Car Park (53.5896, -2.9065)",,,53.5895847,-2.9064689,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677824,"Car Park (53.5897, -2.9053)",,,53.5896889,-2.9052667,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""disabled""}",,
osm,way/1239677825,"Car Park (53.5897, -2.9053)",,,53.5896882,-2.9053223,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""disabled""}",,
osm,way/1239677835,"Car Park (53.5897, -2.9053)",,,53.5897309,-2.905326,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677836,"Car Park (53.5897, -2.9053)",,,53.5897312,-2.9052896,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677837,"Car Park (53.5897, -2.9053)",,,53.5897318,-2.9052533,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677826,"Car Park (53.5897, -2.9054)",,,53.5896878,-2.9053609,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677827,"Car Park (53.5897, -2.9054)",,,53.5896874,-2.9053973,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677828,"Car Park (53.5897, -2.9054)",,,53.589687,-2.9054337,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677832,"Car Park (53.5897, -2.9054)",,,53.5897296,-2.9054351,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677833,"Car Park (53.5897, -2.9054)",,,53.5897301,-2.9053987,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677834,"Car Park (53.5897, -2.9054)",,,53.5897305,-2.9053623,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677829,"Car Park (53.5897, -2.9055)",,,53.5896865,-2.90547,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677830,"Car Park (53.5897, -2.9055)",,,53.5897287,-2.9055078,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677831,"Car Park (53.5897, -2.9055)",,,53.5897291,-2.9054714,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677838,"Car Park (53.5897, -2.9055)",,,53.589686,-2.9055064,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677796,"Car Park (53.5897, -2.9057)",,,53.5897075,-2.9057424,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""disabled""}",,
osm,way/1239677892,"Car Park (53.5897, -2.9061)",,,53.5896517,-2.9061303,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677878,"Car Park (53.5897, -2.9062)",,,53.5896551,-2.9061668,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677879,"Car Park (53.5897, -2.9062)",,,53.5896586,-2.9062036,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677880,"Car Park (53.5897, -2.9062)",,,53.5896621,-2.9062404,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677881,"Car Park (53.5897, -2.9063)",,,53.5896656,-2.9062771,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677882,"Car Park (53.5897, -2.9063)",,,53.589669,-2.9063139,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677883,"Car Park (53.5897, -2.9064)",,,53.5896726,-2.9063507,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677884,"Car Park (53.5897, -2.9064)",,,53.589676,-2.9063874,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677885,"Car Park (53.5897, -2.9064)",,,53.5896795,-2.9064242,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677886,"Car Park (53.5897, -2.9065)",,,53.589683,-2.9064609,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677887,"Car Park (53.5897, -2.9065)",,,53.5896865,-2.9064976,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677888,"Car Park (53.5897, -2.9065)",,,53.5896899,-2.9065344,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677877,"Car Park (53.5897, -2.9066)",,,53.5896975,-2.9066193,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677893,"Car Park (53.5897, -2.9066)",,,53.5896937,-2.9065734,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677821,"Car Park (53.5898, -2.9053)",,,53.5898276,-2.9053343,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677822,"Car Park (53.5898, -2.9053)",,,53.589828,-2.9052979,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677823,"Car Park (53.5898, -2.9053)",,,53.5898284,-2.9052613,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677818,"Car Park (53.5898, -2.9054)",,,53.5898264,-2.9054439,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677819,"Car Park (53.5898, -2.9054)",,,53.5898268,-2.9054074,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677820,"Car Park (53.5898, -2.9054)",,,53.5898272,-2.9053709,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677797,"Car Park (53.5898, -2.9055)",,,53.589781,-2.9055023,surface,public,,,,,asphalt,,,,,,,"{""amenity"": ""parking"", ""parking"": ""surface"", ""surface"": ""asphalt""}",,
osm,way/1239677816,"Car Park (53.5898, -2.9055)",,,53.5898256,-2.9055169,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677817,"Car Park (53.5898, -2.9055)",,,53.589826,-2.9054804,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677813,"Car Park (53.5898, -2.9056)",,,53.5898242,-2.9056264,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677814,"Car Park (53.5898, -2.9056)",,,53.5898246,-2.9055899,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677815,"Car Park (53.5898, -2.9056)",,,53.5898251,-2.9055535,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677810,"Car Park (53.5899, -2.9053)",,,53.58987,-2.9053357,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677811,"Car Park (53.5899, -2.9053)",,,53.5898704,-2.9052992,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677812,"Car Park (53.5899, -2.9053)",,,53.5898708,-2.9052628,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677807,"Car Park (53.5899, -2.9054)",,,53.5898688,-2.9054453,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677808,"Car Park (53.5899, -2.9054)",,,53.5898692,-2.9054088,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
