source,osm_id,name,address,postcode,lat,lng,parking_type,access,fee,capacity,opening_hours,operator,surface,lit,covered,disabled_bays,ev_charging,max_stay,supervised,osm_tags_raw,price_manual,notes
osm,way/24950365,"Car Park (53.6525, -3.0064)",,,53.6524801,-3.0063621,car-park,public,Paid,26,,,,,,,,,,"{""amenity"": ""parking"", ""capacity"": ""26"", ""fee"": ""yes""}",,
osm,way/1041188360,"Car Park (53.6526, -2.9990)",,,53.6525692,-2.9989949,car-park,public,,,,,,,,,,,,"{""amenity"": ""parking""}",,
osm,way/1043714769,"Car Park (53.6527, -2.9924)",,,53.6526928,-2.9923949,car-park,public,,,,,,,,,,,,"{""amenity"": ""parking""}",,
osm,way/1041188359,"Car Park (53.6527, -2.9985)",,,53.6527357,-2.998516,car-park,public,,,,,,,,,,,,"{""amenity"": ""parking""}",,
osm,way/24943827,"Car Park (53.6527, -3.0114)",,,53.6527263,-3.0114366,car-park,public,,,,,,,,yes,,,,"{""amenity"": ""parking"", ""capacity:disabled"": ""yes""}",,
osm,way/1043708424,"Car Park (53.6531, -2.9954)",,,53.6530639,-2.9953503,car-park,public,,,,,,,,,,,,"{""amenity"": ""parking""}",,
osm,relation/13962458,"Car Park (53.6531, -2.9994)",,,53.6530821,-2.9993751,car-park,public,,,,,,,,,,,,"{""amenity"": ""parking"", ""type"": ""multipolygon""}",,
osm,way/1043703686,"Car Park (53.6532, -2.9981)",,,53.6532223,-2.9980635,car-park,public,,,,,,,,,,,,"{""amenity"": ""parking""}",,
osm,way/1043702820,"Car Park (53.6532, -3.0000)",,,53.6532194,-2.9999856,car-park,public,,,,,,,,,,,,"{""amenity"": ""parking""}",,
osm,way/24950266,"Car Park (53.6533, -3.0051)",,,53.6532969,-3.0051151,car-park,public,Paid,70,,,,,,,,,,"{""amenity"": ""parking"", ""capacity"": ""70"", ""fee"": ""yes""}",,
osm,way/721154080,"Car Park (53.6533, -3.0134)",,,53.6532902,-3.0134014,car-park,public,,,,,,,,,,,,"{""amenity"": ""parking""}",,
osm,way/721154081,"Car Park (53.6534, -3.0130)",,,53.6534459,-3.0130027,car-park,public,,,,,,,,,,,,"{""amenity"": ""parking""}",,
osm,way/1043702821,"Car Park (53.6535, -3.0003)",,,53.653452,-3.0003284,car-park,public,,,,,,,,,,,,"{""amenity"": ""parking""}",,
osm,way/721154082,"Car Park (53.6536, -3.0132)",,,53.6536366,-3.0131968,car-park,public,,,,,,,,,,,,"{""amenity"": ""parking""}",,
osm,way/721154079,"Car Park (53.6536, -3.0134)",,,53.6536478,-3.0134015,car-park,public,,,,,,,,,,,,"{""amenity"": ""parking""}",,
osm,way/1011522894,"Car Park (53.6537, -3.0128)",,,53.6536799,-3.0128334,car-park,public,,,,,,,,,,,,"{""amenity"": ""parking""}",,
osm,way/721154083,"Car Park (53.6537, -3.0130)",,,53.653691,-3.0130349,car-park,public,,,,,,,,,,,,"{""amenity"": ""parking""}",,
osm,way/1043755944,"Car Park (53.6539, -2.9890)",,,53.6539177,-2.9890298,car-park,public,,,,,,,,,,,,"{""amenity"": ""parking""}",,
osm,way/1043698000,"Car Park (53.6543, -3.0014)",,,53.6542537,-3.0014492,car-park,public,,,,,,,,,,,,"{""amenity"": ""parking""}",,
osm,way/1043697985,"Car Park (53.6545, -3.0016)",,,53.6544754,-3.0016226,car-park,public,,,,,,,,,,,,"{""amenity"": ""parking""}",,
osm,way/1043696136,"Car Park (53.6546, -3.0019)",,,53.6545663,-3.0019013,car-park,public,,,,,,,,,,,,"{""amenity"": ""parking""}",,
osm,way/30702509,"Car Park (53.6548, -3.0121)",,,53.6547618,-3.0121111,car-park,public,,,,,,,,,,,,"{""amenity"": ""parking""}",,
osm,way/1043696137,"Car Park (53.6549, -3.0017)",,,53.6548721,-3.0017389,car-park,public,,,,,,,,,,,,"{""amenity"": ""parking""}",,
osm,way/1043696138,"Car Park (53.6550, -3.0015)",,,53.6550013,-3.0015447,car-park,public,,,,,,,,,,,,"{""amenity"": ""parking""}",,
osm,way/1043696144,"Car Park (53.6551, -3.0011)",,,53.6551486,-3.0010975,car-park,public,,,,,,,,,,,,"{""amenity"": ""parking""}",,
osm,way/1043696143,"Car Park (53.6551, -3.0013)",,,53.655068,-3.0013084,car-park,public,,,,,,,,,,,,"{""amenity"": ""parking""}",,
osm,way/1043696146,"Car Park (53.6552, -3.0009)",,,53.6551964,-3.0008598,car-park,public,,,,,,,,,,,,"{""amenity"": ""parking""}",,
osm,way/737433565,"Car Park (53.6798, -2.9238)",,,53.6797583,-2.9237534,car-park,public,,,,,,,,,,,,"{""amenity"": ""parking""}",,
osm,way/1387816310,"Car Park (53.6810, -2.9244)",,,53.6809642,-2.9244063,car-park,customers,,,,,asphalt,,,,,,,"{""access"": ""customers"", ""amenity"": ""parking"", ""fixme"": ""exact dimensions approx - need aerials or detailed survey"", ""surface"": ""asphalt""}",,
osm,way/49898472,Euro Car Parks,,,53.6424954,-3.0004177,car-park,public,,,,,,,,,,,,"{""amenity"": ""parking"", ""fee"": ""60 Minutes Maximum stay"", ""name"": ""Euro Car Parks""}",,
osm,way/25627205,Morrisons Parking,,,53.6460491,-3.0138386,car-park,public,,,,Morrisons,,,,,,,,"{""amenity"": ""parking"", ""fee"": ""Free Max Stay 3 Hours"", ""operator"": ""Morrisons""}",,
osm,way/24489259,NCP Parking,,,53.6457683,-3.0001657,car-park,public,Paid,350,,NCP,,,,,,,,"{""amenity"": ""parking"", ""capacity"": ""350"", ""fee"": ""yes"", ""operator"": ""NCP""}",,
osm,way/30702418,Station Car Park (Free Parking),,,53.6329817,-3.015149,car-park,public,Free,,,,,,,,,,,"{""amenity"": ""parking"", ""fee"": ""no"", ""name"": ""Station Car Park (Free Parking)""}",,
osm,way/1462763341,The Sparrowhawk Parking,,,53.584948,-3.0400127,car-park,public,Free,,,The Sparrowhawk,asphalt,,,,,,,"{""amenity"": ""parking"", ""fee"": ""no"", ""operator"": ""The Sparrowhawk"", ""surface"": ""asphalt""}",,
osm,way/1347252780,ATC Parking,,,53.583404,-3.0517654,surface,permit,,,,,,,,,,,,"{""access"": ""permit"", ""amenity"": ""parking"", ""name"": ""ATC Parking"", ""parking"": ""surface""}",,
osm,way/257439515,Ainsdale Beach Parking Area,,,53.6075561,-3.064404,surface,public,Paid,,,,sand,,,,,,,"{""access"": ""yes"", ""amenity"": ""parking"", ""fee"": ""yes"", ""name"": ""Ainsdale Beach Parking Area"", ""parking"": ""surface"", ""surface"": ""sand""}",,
osm,way/369538897,Ainsdale Station Car Park,,,53.6018764,-3.0429629,surface,customers,Paid,,,,,,,,,,no,"{""access"": ""customers"", ""amenity"": ""parking"", ""fee"": ""yes"", ""name"": ""Ainsdale Station Car Park"", ""park_ride"": ""no"", ""parking"": ""surface"", ""supervised"": ""no""}",,
osm,way/1387778162,Area 51 Coffee Parking,,,53.5903467,-2.9175324,surface,customers,,,,Area 51 Coffee,,,,,,,,"{""access"": ""customers"", ""amenity"": ""parking"", ""operator"": ""Area 51 Coffee"", ""parking"": ""surface""}",,
osm,way/24950065,B&M Pay and Display,,,53.6462222,-3.0117193,surface,public,Paid,110,,B&M Bargains,,,,,,,,"{""amenity"": ""parking"", ""capacity"": ""110"", ""fee"": ""yes"", ""name"": ""B&M Pay and Display"", ""operator"": ""B&M Bargains"", ""parking"": ""surface""}",,
osm,way/1239662836,"Car Park (53.5805, -2.9019)",,,53.5805278,-2.9019068,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239662837,"Car Park (53.5805, -2.9019)",,,53.5805395,-2.9019379,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239662833,"Car Park (53.5806, -2.9017)",,,53.5806099,-2.9017119,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239662834,"Car Park (53.5806, -2.9017)",,,53.5805897,-2.9017334,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239662835,"Car Park (53.5806, -2.9018)",,,53.5805695,-2.9017548,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239662838,"Car Park (53.5806, -2.9020)",,,53.5805511,-2.9019689,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239662839,"Car Park (53.5806, -2.9020)",,,53.5805627,-2.902,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239662840,"Car Park (53.5806, -2.9020)",,,53.5805744,-2.9020311,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239662841,"Car Park (53.5806, -2.9021)",,,53.580586,-2.9020622,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239662842,"Car Park (53.5806, -2.9022)",,,53.5805757,-2.9021846,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239662843,"Car Park (53.5806, -2.9022)",,,53.5805873,-2.9022144,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239662846,"Car Park (53.5806, -2.9024)",,,53.5806471,-2.9023685,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239662856,"Car Park (53.5807, -2.9019)",,,53.5806546,-2.9018569,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239662857,"Car Park (53.5807, -2.9019)",,,53.5806656,-2.9018894,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239662860,"Car Park (53.5807, -2.9019)",,,53.5806765,-2.901922,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239662858,"Car Park (53.5807, -2.9020)",,,53.5806968,-2.9019899,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239662859,"Car Park (53.5807, -2.9020)",,,53.5806874,-2.9019549,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239662847,"Car Park (53.5807, -2.9021)",,,53.5806725,-2.9020611,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239662848,"Car Park (53.5807, -2.9021)",,,53.5806809,-2.9020947,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239662849,"Car Park (53.5807, -2.9021)",,,53.5806892,-2.9021283,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239662850,"Car Park (53.5807, -2.9022)",,,53.5806976,-2.9021619,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239662851,"Car Park (53.5807, -2.9022)",,,53.5807059,-2.9021955,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239662852,"Car Park (53.5807, -2.9022)",,,53.5807142,-2.902229,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239662853,"Car Park (53.5807, -2.9023)",,,53.5807226,-2.9022626,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239662854,"Car Park (53.5807, -2.9023)",,,53.5807309,-2.9022962,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239662844,"Car Park (53.5807, -2.9024)",,,53.5806716,-2.902432,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239662845,"Car Park (53.5807, -2.9024)",,,53.5806593,-2.9024003,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1347252801,"Car Park (53.5835, -3.0484)",,,53.5834594,-3.0483864,surface,public,,,,,,,,,,,,"{""access"": ""permissive"", ""amenity"": ""parking"", ""parking"": ""surface""}",,
osm,way/468311716,"Car Park (53.5889, -2.9405)",,,53.5889074,-2.9404888,surface,public,,,,,dirt,,,,,,no,"{""access"": ""permissive"", ""amenity"": ""parking"", ""park_ride"": ""no"", ""parking"": ""surface"", ""supervised"": ""no"", ""surface"": ""dirt""}",,
osm,way/1239677955,"Car Park (53.5890, -2.9056)",,,53.5890201,-2.9056454,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677956,"Car Park (53.5890, -2.9056)",,,53.5890411,-2.9056362,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677953,"Car Park (53.5890, -2.9057)",,,53.5889779,-2.9056641,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677954,"Car Park (53.5890, -2.9057)",,,53.588999,-2.9056548,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677950,"Car Park (53.5890, -2.9058)",,,53.5889696,-2.9058372,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677951,"Car Park (53.5890, -2.9058)",,,53.5889641,-2.9058022,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677952,"Car Park (53.5890, -2.9058)",,,53.5889587,-2.9057671,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677947,"Car Park (53.5890, -2.9059)",,,53.5889859,-2.9059423,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677948,"Car Park (53.5890, -2.9059)",,,53.5889805,-2.9059073,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677949,"Car Park (53.5890, -2.9059)",,,53.5889751,-2.9058722,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677944,"Car Park (53.5890, -2.9060)",,,53.5890023,-2.9060474,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677945,"Car Park (53.5890, -2.9060)",,,53.5889969,-2.9060124,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677946,"Car Park (53.5890, -2.9060)",,,53.5889914,-2.9059773,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677942,"Car Park (53.5890, -2.9061)",,,53.5890132,-2.9061174,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677943,"Car Park (53.5890, -2.9061)",,,53.5890078,-2.9060824,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677941,"Car Park (53.5890, -2.9062)",,,53.5890186,-2.9061524,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677957,"Car Park (53.5891, -2.9056)",,,53.5890622,-2.9056268,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677958,"Car Park (53.5891, -2.9056)",,,53.5890833,-2.9056175,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677959,"Car Park (53.5891, -2.9056)",,,53.5891043,-2.9056083,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677960,"Car Park (53.5891, -2.9056)",,,53.5891254,-2.9055989,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677961,"Car Park (53.5891, -2.9056)",,,53.5891465,-2.9055897,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677930,"Car Park (53.5891, -2.9058)",,,53.5891132,-2.9058202,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677931,"Car Park (53.5891, -2.9058)",,,53.5891078,-2.9057855,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677932,"Car Park (53.5891, -2.9058)",,,53.5890649,-2.9058044,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677933,"Car Park (53.5891, -2.9058)",,,53.5890704,-2.9058392,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677929,"Car Park (53.5891, -2.9059)",,,53.5891186,-2.905855,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677934,"Car Park (53.5891, -2.9059)",,,53.5890758,-2.9058738,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677937,"Car Park (53.5891, -2.9059)",,,53.5890865,-2.9059434,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677938,"Car Park (53.5891, -2.9059)",,,53.5891294,-2.9059244,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677935,"Car Park (53.5891, -2.9060)",,,53.5890974,-2.9060128,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677936,"Car Park (53.5891, -2.9060)",,,53.589092,-2.905978,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677939,"Car Park (53.5891, -2.9060)",,,53.5891348,-2.9059592,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677940,"Car Park (53.5891, -2.9060)",,,53.5891402,-2.9059938,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677927,"Car Park (53.5891, -2.9062)",,,53.5891291,-2.9061634,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""disabled""}",,
osm,way/1239677928,"Car Park (53.5891, -2.9062)",,,53.5890827,-2.9061839,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""disabled""}",,
osm,way/1239677962,"Car Park (53.5892, -2.9056)",,,53.5891677,-2.9055804,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677963,"Car Park (53.5892, -2.9056)",,,53.5891887,-2.905571,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677964,"Car Park (53.5892, -2.9056)",,,53.5892098,-2.9055617,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677965,"Car Park (53.5892, -2.9056)",,,53.5892309,-2.9055525,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677968,"Car Park (53.5892, -2.9057)",,,53.5892448,-2.9057322,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677976,"Car Park (53.5892, -2.9058)",,,53.5892127,-2.9058206,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677977,"Car Park (53.5892, -2.9058)",,,53.5892073,-2.9057859,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677979,"Car Park (53.5892, -2.9058)",,,53.5892018,-2.9057512,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677974,"Car Park (53.5892, -2.9059)",,,53.5892289,-2.9059248,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677975,"Car Park (53.5892, -2.9059)",,,53.5892234,-2.9058901,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677973,"Car Park (53.5892, -2.9060)",,,53.5892343,-2.9059596,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677966,"Car Park (53.5893, -2.9055)",,,53.589252,-2.9055431,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677967,"Car Park (53.5893, -2.9055)",,,53.5892731,-2.9055339,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677983,"Car Park (53.5893, -2.9056)",,,53.5893306,-2.9056422,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677987,"Car Park (53.5893, -2.9056)",,,53.5893251,-2.905607,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677980,"Car Park (53.5893, -2.9057)",,,53.589347,-2.9057479,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677981,"Car Park (53.5893, -2.9057)",,,53.5893415,-2.9057126,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677982,"Car Park (53.5893, -2.9057)",,,53.5893361,-2.9056774,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677969,"Car Park (53.5893, -2.9058)",,,53.5892501,-2.905767,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677970,"Car Park (53.5893, -2.9058)",,,53.5892555,-2.9058017,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677971,"Car Park (53.5893, -2.9059)",,,53.5892664,-2.9058712,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677972,"Car Park (53.5893, -2.9059)",,,53.5892717,-2.9059059,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677978,"Car Park (53.5893, -2.9059)",,,53.5892772,-2.9059406,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677984,"Car Park (53.5894, -2.9059)",,,53.5893662,-2.9058715,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
